user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,op_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len,is_blitz
Torfnase,0.0,100.0,0.0,3.0,1773.0,1760-1779,nykaulas,1,100.0,0.0,0.0,9.0,1603.0,136.98,574.0,1822.0,1813.0,1810.0,78.5,17739.0,2270.0,2160.0,2141.0,49.153,50.847,0.0,59.0,45.455,53.03,1.515,66.0,B00,A41,C00,A01,0.22,0.5589999999999999,0.203,0.215,0.615,0.1689999999999999,230.0,25.424,69.492,5.085,59.0,42.424,56.061,1.515,66.0,B01,B00,B02,C60,0.302,0.605,0.093,0.09,0.846,0.064,204.0,0
adem67,40.0,60.0,0.0,75.0,1201.0,1200-1219,Farah_Omer,-1,,,,,923.0,60.81,4639.0,1392.0,1391.0,1388.0,231.73,11.0,0.0,0.0,0.0,41.27,58.73,0.0,63.0,45.161,51.613,3.2260000000000004,62.0,A10,B02,B03,A06,0.37,0.389,0.148,0.0579999999999999,0.565,0.377,566.0,0.0,100.0,0.0,6.0,20.0,80.0,0.0,5.0,C20,C40,C20,C40,1.0,0.0,0.0,0.0,0.6,0.4,390.0,0
merkulun,46.0,47.0,7.0,100.0,1136.0,1120-1139,elsolitario579,-1,43.0,53.0,3.0,96.0,1103.0,50.54,7335.0,1248.0,1236.0,1236.0,47.11,3336.0,1790.0,1465.0,1422.0,41.935,48.387,9.677,62.0,53.968,41.27,4.762,63.0,C20,C40,C25,A01,0.3329999999999999,0.367,0.233,0.2319999999999999,0.7140000000000001,0.054,344.0,51.613,45.161,3.226,62.0,31.746,66.667,1.587,63.0,B00,A40,C47,C68,0.25,0.462,0.25,0.414,0.143,0.429,393.0,1
Tnjztmhcs,0.0,100.0,0.0,3.0,1704.0,1700-1719,Jeromy40,1,,,,,1565.0,150.56,477.0,1699.0,1682.0,1636.0,79.88,2720.0,1725.0,1714.0,1706.0,55.738,39.344,4.918,61.0,39.062,53.125,7.812,64.0,B22,C50,B30,C31,0.288,0.542,0.136,0.19,0.586,0.2239999999999999,396.0,49.18,49.18,1.639,61.0,45.312,50.0,4.688,64.0,C41,B00,D01,C30,0.356,0.39,0.22,0.274,0.226,0.435,263.0,0
CorleoneCorleone10,20.0,80.0,0.0,15.0,1848.0,1840-1859,HyfsatMolnigt,1,,,,,1208.0,45.44,7392.0,2355.0,2101.0,2094.0,146.77,1482.0,1479.0,1477.0,1467.0,61.017,35.593,3.39,59.0,45.455,51.515,3.03,66.0,B50,B21,A04,D07,0.258,0.5,0.2269999999999999,0.418,0.455,0.109,374.0,43.333,51.667,5.0,60.0,52.308,41.538,6.154,65.0,A00,B00,A84,B02,0.383,0.45,0.167,0.69,0.172,0.138,378.0,0
Kempsonovitch,43.0,55.0,2.0,100.0,1154.0,1140-1159,alfresco,0,41.0,56.0,3.0,100.0,1136.0,45.6,3278.0,1343.0,1321.0,1319.0,45.8,11551.0,1857.0,1664.0,1541.0,51.562,43.75,4.688,64.0,42.623000000000005,52.459,4.918,61.0,A00,B00,A04,A00,0.288,0.441,0.237,0.283,0.5670000000000001,0.133,346.0,42.857,55.556,1.587,63.0,50.0,46.774,3.226,62.0,B20,C23,A48,B44,0.328,0.5,0.172,0.203,0.438,0.359,381.0,1
mrgopi123,43.0,54.0,3.0,100.0,1217.0,1200-1219,fatiaskn,-1,54.0,46.0,0.0,100.0,1251.0,45.09,8383.0,1463.0,1461.0,1458.0,54.42,840.0,1535.0,1401.0,1304.0,56.667,43.333,0.0,60.0,53.846,44.615,1.538,65.0,C23,C40,C34,A21,0.507,0.246,0.203,0.5820000000000001,0.0,0.382,386.0,53.125,46.875,0.0,64.0,60.656,32.787,6.557,61.0,B00,A06,C45,D03,0.352,0.408,0.239,0.52,0.32,0.12,379.0,1
MARCELINGUI,0.0,100.0,0.0,3.0,2006.0,2000-2019,Deniztimur,-1,12.0,87.0,0.0,24.0,1537.0,82.24,3281.0,2509.0,2499.0,2458.0,,,,,,60.0,35.385,4.615,65.0,53.333,40.0,6.667000000000001,60.0,A46,D02,B07,A06,0.282,0.5770000000000001,0.127,0.106,0.66,0.191,370.0,35.385,64.615,0.0,65.0,45.0,55.0,0.0,60.0,B20,B27,B52,C25,0.26,0.34,0.36,0.267,0.613,0.04,190.0,0
egeuzunn,52.0,41.0,5.0,51.0,1666.0,1660-1679,Khennoushmana234,-1,51.0,49.0,0.0,100.0,1526.0,83.5,227.0,1722.0,1685.0,1679.0,,,,,,55.385,41.538,3.077,65.0,53.333,46.667,0.0,60.0,B40,A20,A15,D35,0.25,0.5,0.221,0.455,0.327,0.218,455.0,53.03,45.455,1.515,66.0,40.678,55.932,3.39,59.0,B00,C41,A46,B72,0.356,0.424,0.186,0.159,0.333,0.476,587.0,0
rogeriotsilva,51.0,49.0,0.0,100.0,1770.0,1760-1779,A_khoshnavaz,-1,41.0,56.0,3.0,100.0,1755.0,45.02,6707.0,2172.0,2116.0,2109.0,45.04,20179.0,2200.0,2159.0,2153.0,43.75,54.688,1.5619999999999998,64.0,40.984,55.738,3.279,61.0,D00,B10,A08,D45,0.302,0.604,0.094,0.072,0.406,0.507,367.0,41.27,53.968,4.762,63.0,37.097,58.065,4.839,62.0,B20,C41,A20,A22,0.265,0.51,0.184,0.2,0.457,0.343,419.0,1
PAXA9,66.0,33.0,0.0,18.0,910.0,900-919,ovunquetuvada,-1,,,,,1302.0,112.54,36.0,944.0,931.0,868.0,123.24,2050.0,1367.0,1348.0,1337.0,47.059,47.059,5.882000000000001,17.0,47.368,47.368,5.263,19.0,B01,D00,C50,C23,0.353,0.471,0.118,0.412,0.353,0.235,363.0,63.492,34.921,1.587,63.0,40.323,50.0,9.677,62.0,B50,B20,B10,B22,0.231,0.631,0.108,0.528,0.245,0.208,561.0,0
Clavis_ad_cor,56.0,38.0,6.0,100.0,1937.0,1920-1939,Jogi42,-1,43.0,56.0,0.0,48.0,1910.0,51.35,566.0,2061.0,2000.0,1991.0,46.72,6360.0,2204.0,2123.0,2119.0,50.0,43.93899999999999,6.061,66.0,61.017,33.898,5.085,59.0,C00,C02,C42,D00,0.174,0.696,0.13,0.0409999999999999,0.898,0.0409999999999999,324.0,53.731,43.284,2.985,67.0,37.931,55.172,6.897,58.0,B27,C00,A00,B46,0.155,0.517,0.293,0.197,0.426,0.328,428.0,1
R0TTEN_LUCK,100.0,0.0,0.0,3.0,1331.0,1320-1339,domi73,0,,,,,1536.0,89.98,64.0,1886.0,1770.0,1570.0,137.22,326.0,1939.0,1927.0,1866.0,36.364,60.606,3.03,33.0,42.857,57.143,0.0,35.0,A00,B06,B02,B08,0.111,0.407,0.407,0.65,0.05,0.2,226.0,38.333,58.333,3.333,60.0,44.615,52.308,3.077,65.0,C42,C50,C54,C22,0.423,0.404,0.154,0.217,0.551,0.232,357.0,0
oreypiya,45.0,43.0,12.0,100.0,1643.0,1640-1659,Le-Ficheur,-1,48.0,46.0,6.0,100.0,1603.0,60.05,122.0,2154.0,2057.0,2012.0,45.08,2122.0,2281.0,2173.0,2162.0,34.483000000000004,60.345,5.172000000000001,58.0,41.27,50.794,7.937,63.0,B02,B90,B16,B46,0.478,0.304,0.196,0.03,0.7909999999999999,0.149,382.0,46.97,46.97,6.061,66.0,42.373,50.847,6.78,59.0,C00,A40,A46,A43,0.339,0.393,0.25,0.066,0.689,0.246,403.0,1
Barney199,47.0,49.0,4.0,100.0,1931.0,1920-1939,Megajon,1,45.0,51.0,4.0,100.0,1890.0,58.64,1102.0,2215.0,2210.0,2182.0,45.97,861.0,2096.0,2056.0,2043.0,49.18,47.541,3.279,61.0,45.312,51.562,3.125,64.0,D11,B33,B35,A57,0.119,0.6779999999999999,0.1689999999999999,0.032,0.419,0.355,581.0,52.381,41.27,6.349,63.0,46.774,53.226,0.0,62.0,B30,B12,B34,C00,0.113,0.694,0.194,0.085,0.864,0.051,548.0,1
frimpe,62.0,35.0,3.0,100.0,2105.0,2100-2119,IBZ64,-1,42.0,46.0,12.0,100.0,2154.0,45.0,13753.0,2414.0,2292.0,2290.0,45.05,4681.0,2629.0,2511.0,2507.0,43.548,50.0,6.452000000000001,62.0,33.333,55.556,11.111,63.0,B32,B30,D21,D06,0.146,0.604,0.2289999999999999,0.258,0.682,0.061,395.0,43.548,45.161,11.29,62.0,44.444,42.857,12.698,63.0,B10,B00,A10,D02,0.164,0.564,0.255,0.073,0.855,0.073,369.0,1
ramsanthosh,40.0,51.0,9.0,100.0,1528.0,1520-1539,DrKlauz,1,,,,,1688.0,63.17,1130.0,1678.0,1674.0,1639.0,163.29,2381.0,1815.0,1795.0,1789.0,51.667,41.667,6.667000000000001,60.0,44.615,46.154,9.231,65.0,B50,B01,B52,nonStandard,0.4,0.4,0.1669999999999999,0.345,0.5820000000000001,0.073,358.0,46.552,50.0,3.448,58.0,49.254,47.761,2.985,67.0,C50,B30,C21,C33,0.3,0.533,0.15,0.23,0.607,0.164,377.0,0
Nakcls,42.0,53.0,5.0,100.0,1894.0,1880-1899,Jmoore-6,1,49.0,47.0,4.0,100.0,1764.0,45.13,10315.0,2084.0,2076.0,2075.0,45.01,9634.0,2118.0,2072.0,2059.0,46.032,47.619,6.349,63.0,45.161,48.387,6.452000000000001,62.0,B00,C50,B27,B09,0.246,0.474,0.263,0.767,0.133,0.1,237.0,40.625,57.812,1.562,64.0,52.459,42.623,4.918,61.0,B01,C50,B34,C40,0.207,0.448,0.328,0.095,0.746,0.127,240.0,1
niketh1990,52.0,41.0,7.0,100.0,1690.0,1680-1699,xiq,-1,,,,,1045.0,45.19,12370.0,2321.0,2212.0,2184.0,238.97,3.0,0.0,0.0,0.0,35.938,59.375,4.688,64.0,60.656000000000006,32.787,6.557,61.0,B10,D06,B12,D07,0.1669999999999999,0.633,0.183,0.259,0.741,0.0,199.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,A80,A40,A80,A40,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0
being_rajat,62.0,35.0,3.0,100.0,1193.0,1180-1199,stepanpavlovich,1,42.0,56.0,1.0,100.0,1130.0,45.13,954.0,1284.0,1276.0,1273.0,49.44,265.0,1548.0,1527.0,1463.0,52.239,43.284,4.478,67.0,53.448,43.103,3.448,58.0,C50,C20,C41,C46,0.379,0.2269999999999999,0.348,0.278,0.278,0.352,237.0,36.066,62.295,1.639,61.0,42.188,56.25,1.562,64.0,A40,C50,D31,C40,0.592,0.224,0.184,0.054,0.5,0.419,252.0,1
Rodri1234567,26.0,66.0,6.0,45.0,1698.0,1680-1699,naregOP,-1,,,,,1896.0,57.05,2438.0,2420.0,2280.0,2205.0,155.76,169.0,2129.0,1960.0,1928.0,45.902,47.541,6.557,61.0,40.625,54.688,4.688,64.0,C02,A40,C69,B10,0.37,0.444,0.185,0.3279999999999999,0.531,0.141,320.0,58.333,40.0,1.667,60.0,47.692,50.769,1.538,65.0,C25,B12,D93,C01,0.212,0.561,0.212,0.088,0.684,0.211,320.0,0
SABHmason,23.0,75.0,2.0,100.0,842.0,840-859,kynthosis,-1,,,,,1563.0,61.13,706.0,1502.0,1357.0,1337.0,193.01,69.0,1769.0,1716.0,1711.0,39.286,58.929,1.786,56.0,31.884,62.319,5.797000000000001,69.0,C47,C20,D04,B21,0.455,0.409,0.045,0.526,0.184,0.184,234.0,37.838,59.459,2.703,37.0,40.625,53.125,6.25,32.0,D00,A40,B18,B06,0.296,0.37,0.259,0.282,0.462,0.179,230.0,0
Shaxminator,40.0,53.0,7.0,100.0,1498.0,1480-1499,ferckapo,-1,52.0,47.0,1.0,100.0,1429.0,45.66,1241.0,1701.0,1674.0,1647.0,45.49,6026.0,2130.0,2054.0,2050.0,36.066,60.656000000000006,3.279,61.0,40.625,54.688,4.688,64.0,C44,B01,C34,A04,0.4579999999999999,0.312,0.208,0.431,0.153,0.306,270.0,59.375,40.625,0.0,64.0,47.541,50.82,1.639,61.0,A40,B06,A01,A10,0.284,0.448,0.269,0.158,0.754,0.088,236.0,1
SKy63,70.0,28.0,1.0,100.0,2190.0,2180-2199,mujahidah_ufaira,-1,64.0,31.0,5.0,100.0,2140.0,45.02,15307.0,2666.0,2550.0,2533.0,45.03,6072.0,2515.0,2439.0,2401.0,69.23100000000001,23.077,7.692,65.0,78.333,20.0,1.6669999999999998,60.0,B00,A40,C53,B27,0.228,0.5429999999999999,0.217,0.3329999999999999,0.296,0.259,228.0,65.672,25.373,8.955,67.0,58.621,39.655,1.724,58.0,B00,B06,A56,C40,0.295,0.5,0.192,0.25,0.65,0.075,240.0,1
Strange_F,46.0,53.0,1.0,100.0,1118.0,1100-1119,shivagoos,-1,59.0,39.0,2.0,100.0,1095.0,62.8,1740.0,1502.0,1431.0,1401.0,45.06,3108.0,1680.0,1650.0,1637.0,41.667,58.333,0.0,60.0,53.846,44.615,1.538,65.0,C50,B00,C21,D02,0.4,0.467,0.067,0.2339999999999999,0.688,0.031,378.0,59.701,37.313,2.985,67.0,46.552,53.448,0.0,58.0,B10,C23,B00,B01,0.478,0.328,0.149,0.268,0.321,0.375,547.0,1
Nanduhere,46.0,46.0,6.0,45.0,1770.0,1760-1779,Tonypap93,1,,,,,1394.0,45.15,1853.0,2209.0,2203.0,2170.0,164.7,851.0,1698.0,1369.0,1363.0,53.968,44.444,1.587,63.0,48.387,50.0,1.6130000000000002,62.0,A20,A00,E12,C20,0.266,0.391,0.266,0.254,0.407,0.3389999999999999,317.0,51.613,41.935,6.452,62.0,55.556,42.857,1.587,63.0,A40,D00,D02,C41,0.149,0.478,0.373,0.302,0.642,0.057,227.0,0
Paris070502,35.0,63.0,2.0,100.0,1603.0,1600-1619,Nasser_1,1,0.0,100.0,0.0,3.0,1390.0,45.15,2717.0,2177.0,2076.0,2056.0,59.36,4050.0,1609.0,1605.0,1601.0,40.984,59.016000000000005,0.0,61.0,45.312,51.562,3.125,64.0,C23,A40,C53,A02,0.407,0.5,0.093,0.3329999999999999,0.58,0.043,325.0,40.0,55.385,4.615,65.0,53.333,41.667,5.0,60.0,C50,B00,A01,A06,0.224,0.552,0.172,0.361,0.541,0.0,309.0,0
asyuta-kam2318,63.0,37.0,0.0,100.0,1843.0,1840-1859,ElenaBalzak,1,,,,,1551.0,49.5,5963.0,2455.0,2451.0,2433.0,104.97,13.0,1668.0,1567.0,1556.0,64.615,32.308,3.077,65.0,46.667,50.0,3.333,60.0,C00,C02,C50,C51,0.457,0.371,0.171,0.1369999999999999,0.3329999999999999,0.49,415.0,40.0,60.0,0.0,10.0,66.667,33.333,0.0,3.0,C00,C23,B12,A43,0.5,0.333,0.167,0.143,0.0,0.429,371.0,0
mz0,30.0,70.0,0.0,30.0,2333.0,2320-2339,Vishwa_Bharat,1,,,,,2181.0,45.09,6204.0,2618.0,2546.0,2537.0,236.15,13.0,2153.0,2132.0,2131.0,46.032,50.794,3.175,63.0,35.484,59.677,4.839,62.0,A40,D10,E20,C25,0.157,0.529,0.294,0.188,0.7829999999999999,0.0289999999999999,205.0,83.333,16.667,0.0,6.0,71.429,28.571,0.0,7.0,D02,C00,A40,A49,0.2,0.7,0.1,0.333,0.667,0.0,188.0,0
Mannsi13,50.0,25.0,25.0,12.0,2094.0,2080-2099,Tumyp007,1,,,,,1755.0,49.46,26582.0,2292.0,2252.0,2239.0,45.26,396.0,1978.0,1889.0,1879.0,54.839,40.323,4.839,62.0,49.206,49.206,1.587,63.0,B21,A43,A06,A04,0.185,0.385,0.415,0.536,0.3389999999999999,0.125,263.0,39.062,51.562,9.375,64.0,39.344,55.738,4.918,61.0,A40,C00,D06,D02,0.224,0.51,0.224,0.209,0.642,0.149,273.0,0
DEFENDER500,45.0,53.0,2.0,100.0,1362.0,1360-1379,Makaren111,-1,60.0,35.0,5.0,60.0,1350.0,47.46,3107.0,1864.0,1815.0,1564.0,73.15,25.0,1437.0,1373.0,1364.0,57.143,38.095,4.762,63.0,53.226000000000006,45.161,1.6130000000000002,62.0,C20,C40,B00,C44,0.377,0.319,0.275,0.346,0.212,0.4039999999999999,247.0,57.143,35.714,7.143,14.0,54.545,45.455,0.0,11.0,A43,A45,A43,A28,0.286,0.643,0.0,0.5,0.3,0.2,197.0,0
radvinroshan96,100.0,0.0,0.0,3.0,946.0,940-959,ved987,1,49.0,49.0,2.0,100.0,971.0,101.63,39.0,1026.0,871.0,869.0,53.33,69.0,1092.0,1087.0,1062.0,35.294000000000004,64.706,0.0,17.0,38.095,61.905,0.0,21.0,B01,C50,B13,C44,0.357,0.5,0.143,0.5,0.042,0.417,407.0,44.737,52.632,2.632,38.0,38.71,61.29,0.0,31.0,B10,B00,A00,B13,0.31,0.586,0.103,0.256,0.205,0.385,223.0,0
EmiA01,20.0,60.0,20.0,45.0,953.0,940-959,JuegoparaLaFesprosa,-1,,,,,1572.0,166.0,15.0,0.0,0.0,0.0,54.61,778.0,1842.0,1811.0,1795.0,18.182,36.364,45.455,11.0,25.0,75.0,0.0,4.0,nonStandard,C44,C44,B20,0.3329999999999999,0.3329999999999999,0.3329999999999999,0.429,0.5710000000000001,0.0,253.0,35.938,57.812,6.25,64.0,37.705,60.656,1.639,61.0,B00,D00,A02,A53,0.087,0.435,0.457,0.324,0.351,0.324,292.0,0
mainul1234,49.0,48.0,3.0,100.0,1060.0,1040-1059,Yokohama79,0,45.0,52.0,3.0,100.0,1032.0,45.3,2283.0,1561.0,1353.0,1296.0,45.28,4837.0,1371.0,1341.0,1328.0,50.0,48.438,1.5619999999999998,64.0,44.262,50.82,4.918,61.0,D00,A40,A82,A45,0.3389999999999999,0.424,0.203,0.242,0.597,0.081,324.0,48.333,48.333,3.333,60.0,44.615,53.846,1.538,65.0,C50,D00,D07,B40,0.5,0.276,0.19,0.203,0.453,0.312,373.0,1
tpdurai,51.0,45.0,4.0,100.0,1712.0,1700-1719,Chessman777master,1,48.0,51.0,1.0,100.0,1728.0,45.01,905.0,2061.0,1937.0,1904.0,45.13,931.0,2029.0,1977.0,1870.0,41.935,54.839,3.2260000000000004,62.0,47.619,47.619,4.762,63.0,B20,D02,B22,A25,0.268,0.5,0.161,0.391,0.203,0.406,412.0,51.613,43.548,4.839,62.0,46.032,53.968,0.0,63.0,D02,D00,B92,A30,0.082,0.77,0.131,0.443,0.541,0.016,349.0,1
ulyssesbernal,45.0,48.0,7.0,100.0,1254.0,1240-1259,Folklife,-1,56.0,39.0,4.0,100.0,1314.0,45.07,16526.0,1440.0,1438.0,1431.0,47.69,305.0,1382.0,1357.0,1347.0,47.692,46.154,6.154,65.0,41.667,56.667,1.6669999999999998,60.0,C20,B00,C34,B10,0.25,0.446,0.268,0.156,0.594,0.2339999999999999,216.0,57.627,38.983,3.39,59.0,51.515,42.424,6.061,66.0,B01,C50,C68,B02,0.397,0.353,0.221,0.255,0.333,0.392,312.0,1
ale13sc,51.0,45.0,4.0,100.0,1696.0,1680-1699,Mi6ura,-1,47.0,50.0,3.0,100.0,1704.0,72.51,1181.0,1951.0,1861.0,1855.0,45.05,5202.0,2022.0,1977.0,1925.0,48.438,50.0,1.5619999999999998,64.0,45.902,44.262,9.836,61.0,A40,B50,A41,E38,0.203,0.492,0.305,0.237,0.6609999999999999,0.102,240.0,46.774,50.0,3.226,62.0,42.857,55.556,1.587,63.0,A00,A40,B28,B20,0.268,0.446,0.268,0.424,0.348,0.227,250.0,1
okashnik,40.0,60.0,0.0,15.0,1730.0,1720-1739,fzuzz,-1,,,,,1638.0,93.79,885.0,1942.0,1940.0,1921.0,53.0,18142.0,2256.0,2106.0,2097.0,45.0,48.333,6.667000000000001,60.0,36.923,60.0,3.077,65.0,A22,A25,C77,A11,0.235,0.627,0.1369999999999999,0.176,0.8240000000000001,0.0,350.0,41.379,53.448,5.172,58.0,40.299,53.731,5.97,67.0,B02,A00,D02,A02,0.255,0.333,0.353,0.582,0.418,0.0,240.0,0
snipermode,35.0,55.0,10.0,60.0,1451.0,1440-1459,seb21,-1,49.0,49.0,2.0,100.0,1425.0,48.7,6656.0,2054.0,1920.0,1897.0,45.14,19786.0,2047.0,1940.0,1911.0,53.333,45.0,1.6669999999999998,60.0,38.462,50.769,10.769,65.0,B40,C50,A00,C25,0.4039999999999999,0.386,0.158,0.45,0.5329999999999999,0.017,243.0,43.333,56.667,0.0,60.0,41.538,55.385,3.077,65.0,A00,D20,B00,D08,0.245,0.528,0.226,0.057,0.829,0.057,155.0,1
AdolfoCervera17,46.0,49.0,5.0,100.0,1741.0,1740-1759,Beaulieu,-1,51.0,47.0,2.0,100.0,1666.0,65.45,893.0,1956.0,1944.0,1918.0,45.45,12429.0,1884.0,1881.0,1880.0,54.688,39.062,6.25,64.0,44.262,54.098,1.639,61.0,C24,C23,A04,C44,0.3229999999999999,0.435,0.21,0.241,0.569,0.19,331.0,56.452,38.71,4.839,62.0,42.857,57.143,0.0,63.0,D01,B10,A15,E73,0.177,0.548,0.242,0.067,0.867,0.067,313.0,1
Mendoretsky,51.0,47.0,1.0,70.0,1792.0,1780-1799,RaaghavHarry,1,35.0,55.0,10.0,100.0,1528.0,79.6,77.0,1788.0,1783.0,1780.0,93.14,412.0,2035.0,2013.0,1904.0,55.0,45.0,0.0,40.0,48.649,48.649,2.7030000000000003,37.0,B01,D02,D02,E90,0.225,0.575,0.2,0.111,0.778,0.111,389.0,33.871,59.677,6.452,62.0,30.159,66.667,3.175,63.0,C50,D00,C46,C54,0.325,0.425,0.25,0.861,0.013,0.127,377.0,1
XMedAmine,48.0,51.0,0.0,27.0,1844.0,1840-1859,Ramiaj,-1,,,,,2064.0,77.81,27.0,2023.0,1987.0,1902.0,195.44,1296.0,2132.0,2109.0,2097.0,41.667,58.333,0.0,12.0,53.333,46.667,0.0,15.0,B50,B06,B23,D35,0.385,0.462,0.154,0.143,0.357,0.5,381.0,60.0,35.385,4.615,65.0,53.333,45.0,1.667,60.0,C45,C77,B32,A15,0.211,0.577,0.197,0.04,0.84,0.12,234.0,0
MindRaise_io,52.0,44.0,4.0,100.0,2018.0,2000-2019,joshrodin27,1,54.0,42.0,4.0,100.0,2000.0,45.17,850.0,2225.0,2150.0,2144.0,47.47,5549.0,2198.0,2195.0,2184.0,58.462,38.462,3.077,65.0,40.0,55.0,5.0,60.0,B23,C02,D58,D35,0.065,0.8390000000000001,0.081,0.017,0.759,0.2239999999999999,538.0,54.839,40.323,4.839,62.0,52.381,44.444,3.175,63.0,B40,B41,B33,A46,0.328,0.552,0.104,0.17,0.491,0.264,562.0,1
TrCagdas,33.0,66.0,0.0,9.0,1232.0,1220-1239,qpton,1,,,,,1500.0,81.85,1449.0,1415.0,1366.0,1338.0,500.0,0.0,0.0,0.0,0.0,41.538,52.308,6.154,65.0,51.667,46.667,1.6669999999999998,60.0,C50,C44,C00,B13,0.2239999999999999,0.534,0.19,0.226,0.516,0.21,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
at-fil-gorilcik,47.0,52.0,0.0,69.0,1560.0,1540-1559,WoodyWP,-1,27.0,54.0,18.0,33.0,1706.0,72.64,32.0,1621.0,1615.0,1579.0,45.45,1897.0,1928.0,1898.0,1859.0,56.25,43.75,0.0,16.0,50.0,50.0,0.0,16.0,A40,B20,A16,D04,0.412,0.471,0.118,0.267,0.6,0.133,308.0,48.387,41.935,9.677,62.0,42.857,52.381,4.762,63.0,C00,A10,B40,C41,0.14,0.509,0.351,0.373,0.475,0.102,236.0,0
negan111,50.0,50.0,0.0,66.0,1626.0,1620-1639,rhai18,1,,,,,1498.0,51.92,550.0,1698.0,1674.0,1667.0,113.28,1108.0,1777.0,1740.0,1719.0,53.226000000000006,41.935,4.839,62.0,55.556,39.683,4.762,63.0,B01,D00,A10,C00,0.294,0.588,0.103,0.275,0.569,0.118,321.0,44.444,50.794,4.762,63.0,33.871,61.29,4.839,62.0,C50,C00,B50,E61,0.224,0.551,0.204,0.129,0.343,0.486,389.0,0
Ek_the_great,51.0,41.0,8.0,100.0,1476.0,1460-1479,glenigor2,-1,47.0,45.0,8.0,100.0,1442.0,49.21,10281.0,1740.0,1739.0,1733.0,45.05,2575.0,1607.0,1578.0,1572.0,50.0,48.438,1.5619999999999998,64.0,44.262,45.902,9.836,61.0,B01,C50,B54,C43,0.373,0.424,0.1689999999999999,0.051,0.136,0.78,264.0,46.032,42.857,11.111,63.0,48.387,46.774,4.839,62.0,C23,C41,A06,A21,0.237,0.407,0.288,0.429,0.107,0.464,258.0,1
Sergik322,30.0,68.0,2.0,100.0,2013.0,2000-2019,FABRILLACTAHUAMAN,1,48.0,46.0,6.0,100.0,2150.0,138.44,1824.0,2274.0,2129.0,2104.0,45.02,2071.0,2281.0,2281.0,2280.0,35.484,64.516,0.0,62.0,38.095,60.317,1.587,63.0,D30,C15,E60,E05,0.087,0.7170000000000001,0.152,0.051,0.449,0.487,341.0,40.323,50.0,9.677,62.0,41.27,57.143,1.587,63.0,B01,D02,C25,C34,0.157,0.373,0.471,0.567,0.388,0.03,258.0,1
ScotchWhisky5,54.0,46.0,0.0,100.0,1331.0,1320-1339,Vitboris,1,45.0,49.0,6.0,100.0,1217.0,45.0,17785.0,1692.0,1621.0,1599.0,45.07,16551.0,1803.0,1764.0,1717.0,49.153,50.847,0.0,59.0,48.485,51.515,0.0,66.0,D00,A40,C60,C22,0.508,0.344,0.115,0.281,0.562,0.156,323.0,50.0,33.871,16.129,62.0,41.27,57.143,1.587,63.0,A40,B10,A02,C23,0.333,0.439,0.211,0.544,0.228,0.228,382.0,1
KSS_001,47.0,45.0,8.0,100.0,1126.0,1120-1139,winner6131,1,34.0,65.0,0.0,44.0,1049.0,45.07,5551.0,1342.0,1338.0,1333.0,88.12,45.0,1265.0,1249.0,1233.0,41.935,51.613,6.452000000000001,62.0,47.619,49.206,3.175,63.0,B01,C22,C01,D30,0.196,0.446,0.3389999999999999,0.476,0.365,0.095,345.0,47.619,52.381,0.0,21.0,20.833,79.167,0.0,24.0,B00,C50,C40,A57,0.333,0.4,0.267,0.5,0.367,0.133,385.0,1
Aleksei50,25.0,75.0,0.0,4.0,1094.0,1080-1099,physics-jazz,-1,54.0,43.0,3.0,100.0,1256.0,182.02,4.0,0.0,0.0,0.0,45.1,3356.0,1353.0,1333.0,1322.0,0.0,100.0,0.0,3.0,100.0,0.0,0.0,1.0,C24,C20,C40,C24,0.0,0.0,1.0,0.667,0.0,0.3329999999999999,640.0,55.738,40.984,3.279,61.0,40.625,51.562,7.812,64.0,C42,D01,C25,A80,0.267,0.65,0.083,0.19,0.621,0.19,569.0,1
